id;name;postal_code;delegation_id
769;CITE KORTOBA;2050;30
770;CITE HACHED;2050;30
771;CITE MONGI SLIM;2050;30
772;CITE OFFICE CEREALE;2050;30
773;HAMMAM LIF;2050;30
774;BOU KORNINE;2093;30
775;CITE BOU KORNINE 2;2093;30
776;CITE THERMALE;2050;30
777;CITE BOUSSOUFFARA;2099;30
778;CITE FOUNIZ;2014;31
779;SAINT GOBIN;2014;31
780;MEGRINE RIADH;2014;31
781;MEGRINE CHAKER;2024;31
782;ZONE INDUSTRIELLE SAINT GOBIN;2014;31
783;MEGRINE JAOUHARA;2024;31
784;MEGRINE;2033;31
785;MEGRINE COTEAU;2033;31
786;MEGRINE SUPERIEUR;2033;31
787;EL YASMINETTE;2096;32
788;SIDI REZIG;2033;31
789;NOUVELLE MEDINA;2063;32
790;BIR EL BEY;2055;29
791;HAMMAM CHATT;1164;29
792;BORJ CEDRIA;2084;29
793;ERRISSALA;2044;33
794;AIN REGAD;2054;33
795;BARROUTA;2054;33
796;BIR JEDID;2054;33
797;EL GOUNNA;2054;33
798;HENCHIR KHARROUBA;2054;33
799;KOUENJEL;2054;33
800;KHELIDIA;2054;33
801;SIDI MESSAOUD;2054;33
802;SIDI OTHMAN LANDARI;2054;33
803;SONDAGE;2054;33
804;CITE AIR NOUVELLE;2064;33
805;CITE ETTAYARANE;2064;33
806;EL ABEBSA;2064;33
807;EL FENDRIA;2064;33
808;HENCHIR BOUCHTA;2090;33
809;HENCHIR EL GHOBAR;2090;33
810;HENCHIR KHELIL;2090;33
811;HUILERIE BAYREM;2090;33
812;MORNAG;2090;33
813;OUZRA;2090;33
814;SIDI SAAD;2090;33
815;TARHOUNA 1;2090;33
816;TARHOUNA 2;2090;33
817;ZAOUIT MORNAG;2090;33
818;BORJ ESSOUFI;2090;33
819;EL KABOUTI;2064;33
820;JEBEL ERSASS;2064;33
821;JOURJOU;2064;33
822;MIRGHNA;2064;33
823;SIDI SALEM EL GARCI;2064;33
824;AHMED ZAIED;2090;33
825;BEN NOUIJI;2090;33
826;BOU JERDGA;2090;33
827;EL ALELGUA;2090;33
828;EL ARABA;2090;33
829;EL HAOUAMED;2090;33
830;EL KSIBI;2090;33
831;ETTIAYRA;2090;33
832;FERME MARQUEE;2090;33
833;CHALA;2090;33
834;CHAMINE;2090;33
835;CITE ENNASR;2090;33
836;DOUAR LA PORTE;2090;33
837;DOUAR SALEM;2090;33
838;CITE EL WAFA;2097;34
839;CITE RABIAA;2097;34
840;CITE PLEIN AIR;2097;34
841;CITE ENNACIM 2;2097;34
842;CITE ESSAFA;2097;34
843;CITE ENNACIM 1;2097;34
844;CITE ESSALEM;2097;34
845;CITE JLASSI;2097;34
846;CITE HADRICH;2097;34
847;CITE MEZRIOU;2097;34
848;CITE SPROLS;2097;34
849;CITE SNIT;2097;34
850;CITE BEN GAMRA;2097;34
851;CITE BEN JOUD;2097;34
852;CITE CHEBIL;2097;34
853;CITE BOU MHEL;2097;34
854;CITE BOUTOURIA;2097;34
855;CITE DE L'INTERIEUR;2097;34
856;CITE EL MAHRAJENE 2;2097;34
857;CITE DES JUGES;2097;34
858;CITE DIAR TOUNES;2097;34
859;CITE EL AHMADI;2097;34
860;CITE EL AMEN;2097;34
861;CITE EL ASSIL;2097;34
862;CITE EL BASSATINE ANCIEN;2097;34
863;CITE EL FERCHICHI;2097;34
864;CITE EL IKLIL;2097;34
865;CITE EL KENANI;2097;34
866;CITE EL KHALIJ;2097;34
867;CITE EL KHALLEDI;2097;34
868;CITE EL MAHRAJENE 1;2097;34
869;CITE EL MOUNA;2097;34
870;RESIDENCE DU MEDITERRANE;2097;34
871;BOU MHEL;2097;34
872;RESIDENCE SIRINE;2097;34
873;RESIDENCE EL IMARA;2097;34
874;RESIDENCE EZZOUHOUR;2097;34
875;RESIDENCE ENNACIM;2097;34
876;RESIDENCE SARRA;2097;34
877;BEN AROUS SUD;2043;35
878;BEN AROUS;2013;35
879;CITE EL MOUFTAREK;8140;36
880;CITE EL MOUROUJ;8140;36
881;CITE ENNACIM;8140;36
882;CITE ESSAADA;8140;36
883;CITE ESSANAOUBER;8140;36
884;CITE EZZOUHOUR;8140;36
885;CITE OUM KETHIR;8140;36
886;CITE SPROLS;8140;36
887;ECHTAIBIA;8140;36
888;EJOUABLIA;8140;36
889;EL ALAYEG;8140;36
890;EL FAZZEN;8140;36
891;EL FEJOUJ;8140;36
892;EL HAOUAMD;8140;36
893;EL HOUJJAJ;8140;36
894;EL MAGROUN;8140;36
895;ESSMAIBIA;8140;36
896;EROOUABA;8140;36
897;FERNANA;8140;36
898;ZAAROURA;8140;36
899;SIDI SAID;8140;36
900;BOU HERTMA;8141;36
901;JENTOURA;8141;36
902;AIN CHARCHARA;8142;36
903;AIN EL BEYA;8142;36
904;CITE EL MARJA;8142;36
905;JOUAOUDA;8142;36
906;BOU HALLEB;8142;36
907;HEDHIL;8145;36
908;OUED GHERIB;8140;36
909;OULED MFEDDA;8140;36
910;RABIA;8140;36
911;RMILA;8140;36
912;CITE ESSALAH;8114;36
913;BENI MTIR;8114;36
914;ARGOUB RIHANE;8140;36
915;CITE BENI MAZEN;8140;36
916;CITE DE LA RNTA;8140;36
917;CITE EL FRAJNIA;8140;36
918;SIDI AMMAR;8140;36
919;BETAHA;8140;36
920;GRIOUA;8140;36
921;HALIMA;8140;36
922;CITE EL INTILAKA;8140;36
923;AIN SOLTANE;8160;37
924;CITE DES JARDINS;8160;37
925;CITE EL MAYARA;8160;37
926;CITE ENNOUHOUDH 1;8160;37
927;CITE ENNOUHOUDH 2;8160;37
928;CITE ENNOUHOUDH 3;8160;37
929;CITE ENNOUHOUDH 5;8160;37
930;CITE ENNOUHOUDH 4;8160;37
931;CITE ENNOUHOUDH 6;8160;37
932;CITE ENNOUHOUDH 7;8160;37
933;CITE ERRAJA;8160;37
934;CITE ERRAOUDHA;8160;37
935;CITE ESSAADA 1;8160;37
936;CITE ESSAADA 2;8160;37
937;CITE EZZOUHOUR;8160;37
938;CITE INES;8160;37
939;EL BIADHA;8160;37
940;EL FEIJA;8160;37
941;ESRAYA;8160;37
942;EZZRAIBIA;8160;37
943;GHARDIMAOU;8160;37
944;OUECHTATA;8160;37
945;ZITOUNET OUM LAHNECHE;8160;37
946;OUERGUECH;8161;37
947;OUED EL MAADEN;8162;37
948;CITE DES COMBATTANTS;8160;37
949;AIN ESSNOUSSI;8110;38
950;CITE POPULAIRE 1;8112;38
951;CITE CHAAOUANIA;8110;38
952;CITE DES ARTS;8110;38
953;RAS ERRAJEL;8112;38
954;CITE DU SOLEIL;8110;38
955;CITE EDDACHRA;8110;38
956;OULED YAHYA;8112;38
957;COOPERATIVE CENTRALE DES GRANDES CULTURES;8112;38
958;TOUAJNIA;8112;38
959;CITE EL MOURJENE;8110;38
960;BRIREM;8127;38
961;EL KHEDHAIRIA;8128;38
962;JABALLAH;8128;38
963;TABARKA AEROPORT;8181;38
964;EL HAOUAMDIA;8192;38
965;CITE POPULAIRE 2;8112;38
966;CITE POPULAIRE 3;8112;38
967;CITE KRAIMIA;8110;38
968;CITE TAIEB MHIRI;8110;38
969;EL FARECH;8110;38
970;TABARKA;8110;38
971;SIDI ROUINE;8110;38
972;AIN ESSOBH;8112;38
973;BOU TERFES;8112;38
974;SIDI ASKER;8112;38
975;CITE ETTATAOUER;8196;39
976;CITE ENNOUR 1;8100;39
977;CITE ENNOUR 2;8100;39
978;CITE SNIT;8100;39
979;EL GANARA;8100;39
980;CITE ERRIADH;8110;38
981;JENDOUBA;8100;39
982;CITE EZZOUHOUR;8111;39
983;CITE CNRPS;8122;39
984;ESSANABEL;8122;39
985;SOUK ESSEBT;8131;39
986;MITIL;8195;39
987;EL AZIMA;8153;39
988;EL MELGA;8153;39
989;ESSAADA;8195;39
990;AIN EL KHARARIB;8100;39
991;AIN EL KSIR;8100;39
992;CITE ADMINISTRATIVE;8100;39
993;JERIF;8100;40
994;CITE EL OUNS;8189;40
995;CITE EZZAHOUA;8189;40
996;CITE HEDI BEN HASSINE;8189;40
997;JENDOUBA NORD;8189;40
998;SOUK JEMAA;8132;40
999;BEN BECHIR;8111;40
1000;BELLARIGIA;8117;40
1001;BABOUCH;8121;41
1002;AIN DRAHAM;8130;41
1003;EL ATATFA;8130;41
1004;SIDI MHAMED;8130;41
1005;SIDI ABDALLAH;8130;41
1006;AIN EL HAMRAYA;8134;41
1007;EL HOUMRANE;8134;41
1008;OUED EZZENE;8134;41
1009;TEBAINIA;8134;41
1010;ESSELOUL;8135;41
1011;ADISSA;8136;41
1012;HAMMAM BOURGUIBA;8136;41
1013;TEGMA;8136;41
1014;OULED HELAL;8135;41
1015;CITE EL AYACHI;8115;42
1016;OUED MLIZ;8115;42
1017;EDKHAILIA;8185;42
1018;ROUAI;8136;41
1019;SIDI MESKINE;8193;42
1020;HAKIM;8194;42
1021;CITE SPROLS;8170;43
1022;CITE ZONE INDUSTRIELLE;8170;43
1023;EL AOUAOUDHA;8170;43
1024;ESSOUMRANE;8173;43
1025;EL MARJA;8124;43
1026;BADROUNA;8143;43
1027;BENI MHAMED;8170;43
1028;BOU LAABA;8170;43
1029;BOU SALEM;8170;43
1030;CITE 7 NOVEMBRE 1;8170;43
1031;CITE 7 NOVEMBRE 2;8170;43
1032;CITE 7 NOVEMBRE 3;8170;43
1033;CITE DE LA MUNICIPALITE;8170;43
1034;CITE DIAMONTA;8170;43
1035;CITE EL HAFSIA;8170;43
1036;CITE EL BHAIRIA;8170;43
1037;CITE EL HANA;8170;43
1038;CITE EL KHALIJ;8170;43
1039;CITE ENNOUR;8170;43
1040;CITE ERRIADH;8170;43
1041;CITE ESSOUROUR;8170;43
1042;CITE FATOUMA BOURGUIBA;8170;43
1043;CITE HEDI KHELIL;8170;43
1044;CITE HACHED;8170;43
1045;CITE HOPITAL;8170;43
1046;CITE KHZAMA 1;8170;43
1047;CITE MARCHE MUNICIPAL;8170;43
1048;EZZITOUNA;2139;45
1049;JEBEL AYAICHA;2139;45
1050;CITE KHZAMA 2;8170;43
1051;CITE LAMINE;8170;43
1052;CITE OULED HAJ ALI;2115;45
1053;OULED EL HAJ;2115;45
1054;CITE OULED HMIDA;2115;45
1055;BATEN ZAMMOUR;2135;45
1056;EL AYAICHA;2139;45
1057;BOU BLEL;2135;45
1058;BOUKOU;2135;45
1059;HAOUEL EL OUED;2135;45
1060;JEBILET EL OUST;2135;45
1061;EL AKTEB;2139;45
1062;BELKHIR;2115;45
1063;OULED ZAIED;2135;45
1064;CITE OULED BEN JEDDOU;2115;45
1065;BORJ EL HAFFEY;2115;45
1066;CITE OULED SAAD;2115;45
1067;CITE OULED BEL HASSEN;2115;45
1068;BOU OMRANE;2125;46
1069;OULED BOU SAAD;2145;46
1070;CITE OKBA;2180;46
1071;BIR SAAD;2180;46
1072;CITE ORBATA EST;2180;46
1073;CITE ORBATA OUEST;2180;46
1074;CITE POPULAIRE;2180;46
1075;EL AMAIEM;2180;46
1076;CITE POPULAIRE ROUTE GABES;2180;46
1077;CITE SPROLS;2180;46
1078;MAJNI;2180;46
1079;EL GUETTAR;2180;46
1080;LORTES;2183;46
1081;NCHIOU;2181;46
1082;CITE JEBIL;8116;44
1083;OULED HASSEN;8116;44
1084;BALTA;8126;44
1085;BOU AOUENE;8116;44
1086;ERRAGOUBA;2169;47
1087;OULED CHRAIT;2111;47
1088;GAFSA AEROPORT;2151;47
1089;CITE BAB ETTOUB;2111;47
1090;CITE BATIMENTS;2111;47
1091;CITE BEN DOULA;2111;47
1092;CITE BEN ISSAOUI;2111;47
1093;CITE BEN SLIMENE;2111;47
1094;CITE BOURANENE;2111;47
1095;CITE DES CADRES;2111;47
1096;CITE ECOLE;2111;47
1097;CITE EL AJAMA;2111;47
1098;CITE DE LA GARE;2111;47
1099;SBAT;2111;47
1100;CITE EL KAOUAFEL;2111;47
1101;EL KSAR;2111;47
1102;CITE EL MANCHER;2111;47
1103;CITE EL KHIL;2111;47
1104;LALA;2121;47
1105;GAFSA GARE;2111;47
1106;CITE ESSOUANI;2111;47
1107;CITE DES JEUNES;2170;48
1108;CITE RAGOUBA;2111;47
1109;CITE OUVRIERE 2;2170;48
1110;CITE OUEST;2170;48
1111;CITE ENNACIM;2170;48
1112;CITE STADE OUVRIERE EST;2170;48
1113;JEBEL MDHILLA;2170;48
1114;BORJ EL MDHILLA;2173;48
1115;CITE ESSAADA;2170;48
1116;CITE ENNASR 1;2190;49
1117;CITE ENNASR 2;2190;49
1118;CITE ERRIADH;2190;49
1119;CITE ENNOUR;2190;49
1120;CITE EZZITOUNA 1;2190;49
1121;CITE EZZOUHOUR 1;2190;49
1122;CITE EZZITOUNA 2;2190;49
1123;CITE EZZOUHOUR 2;2190;49
1124;CITE TAIEB MHIRI;2190;49
1125;DHOUKARA;2190;49
1126;EL GOUSSA;2190;49
1127;ESSMAYRIA;2190;49
1128;JEBEL SNED;2190;49
1129;MENZEL CHIHAOUI;2190;49
1130;MAJOURA;2192;49
1131;SNED;2190;49
1132;MAJOURAT EDDAKHLA;2192;49
1133;ABDESSADOK;2193;49
1134;EL BIADHA;2193;49
1135;HENCHIR EL AFRAH;2193;49
1136;ALIM;2195;49
1137;EL ARARIA;2116;49
1138;JEDIDA;2116;49
1139;OUM EL ALEG;2116;49
1140;ZANNOUCHE;2116;49
1141;BAHLOULA;2190;49
1142;CITE DE LA GOUT;2190;49
1143;CITE DES MARTYRS;2190;49
1144;CITE ENNAJAH;2190;49
1145;CITE MODERNE;2110;50
1146;CITE SPROLS;2110;50
1147;CITE OKBA IBN NAFAA;2110;50
1148;MOULARES;2110;50
1149;OUGLET AHMED;2114;50
1150;SIDI BOUBAKER;2114;50
1151;MOULARES GARE;2161;50
1152;CITE MAROCAIN;2110;50
1153;CITE KOUCEILA;2110;50
1154;TABEDIT;2110;50
1155;CITE DE LA FRATERNITE;2110;50
1156;CITE DE LA GARE;2110;50
1157;CITE DE LE LIBERTE;2110;50
1158;CITE ESSOUALMIA;2110;50
1159;CITE DES JEUNES;2110;50
1160;CITE DES OUVRIERS;2110;50
1161;CITE EL AMEL;2110;50
1162;CITE DU SOUK;2120;51
1163;CITE DE LA POSTE;2120;51
1164;CITE DE LA GARE;2120;51
1165;CITE ESSOUAFA;2120;51
1166;CITE ETTAHRIR;2120;51
1167;CITE HSOUNA BEN TAHAR;2120;51
1168;CITE OULED BOU OUNE;2120;51
1169;CITE OULED MAJED;2120;51
1170;CITE OUVRIERE;2120;51
1171;CITE SIDI ABDELKADER;2120;51
1172;CITE SPROLS;2120;51
1173;CITE TRABELSIA;2120;51
1174;REDEYEF;2120;51
1175;ZOMRA REDEYEF;2122;51
1176;REDEYEF GARE;2140;51
1177;CITE DHEBEBNIA 1;2131;52
1178;CITE DHEBEBNIA 2;2131;52
1179;CITE DU LYCEE;2131;52
1180;CITE ECOLE;2131;52
1181;CITE LOGEMENT POPULAIRE;2131;52
1182;EL GARIA;2131;52
1183;SIDI AICH;2131;52
1184;SIDI AICH EST;2131;52
1185;ENNADHOUR;2142;53
1186;KEF DERBI;2142;53
1187;DOUALY GAFSA;2143;53
1188;CITE EL MOULA;2100;53
1189;CITE ENNOUHOUDH;2100;53
1190;CITE GARDE NATIONALE;2100;53
1191;CITE EL KITNA;2100;53
1192;CITE INDUSTRIELLE;2100;53
1193;EL GARIA;2100;53
1194;GAFSA;2100;53
1195;SIDI AHMED ZARROUK;2112;53
1196;GAFSA CITE ENNOUR;2123;53
1197;CITE ESSOUROUR;2124;53
1198;CITE BAYECH;2100;53
1199;CITE CHERIF;2100;53
1200;CITE DES JEUNES;2100;53
1201;CITE DES JEUNES 2;2100;53
1202;GAFSA CITE DES JEUNES;2133;53
1203;CITE EL AFRANE;2100;53
1204;CITE EL KAOUAFEL 1;2100;53
1205;CITE EL KAOUAFEL 2;2100;53
1206;RICHET ENNAAM;2130;54
1207;CITE DES JEUNES 1;2100;53
1208;CITE EL MAGROUN;2132;54
1209;EL KAINA;2132;54
1210;METLAOUI MINES;2132;54
1211;METLAOUI THALJA;2134;54
1212;EL MZIRAA;2134;54
1213;METLAOUI GARE;2113;54
1214;CITE EZZOUHOUR 4;2130;54
1215;CITE ESSAADA 1;2130;54
1216;CITE ESSAADA 2;2130;54
1217;CITE ESSAADA OUEST;2130;54
1218;CITE EUROPEEN;2130;54
1219;CITE IBN KHALDOUN;2130;54
1220;CITE MODERNE;2130;54
1221;CITE PRESIDENTIELLE;2130;54
1222;CITE THELJA;2130;54
1223;METLAOUI;2130;54
1224;CITE AOULED RADHOUANE;2130;54
1225;CITE CENTRALE;2130;54
1226;CITE DU LABORATOIRE;2130;54
1227;CITE ENNASR;2130;54
1228;CITE EZZOUHOUR 2;2130;54
1229;CITE EZZOUHOUR;2130;54
1230;CITE EZZOUHOUR 3;2130;54
1231;CITE EL AMEL;2130;54
1232;CITE ENNACIM;2130;54
1233;CITE EZZOUHOUR 1;2130;54
1234;MENZEL MIMOUN;2141;55
1235;ECHABIBA;2196;55
1236;OULED ZID;2196;55
1237;CITE EL FANKAR;6010;56
1238;CITE EL MAYA;6010;56
1239;CITE EL MRACHDA;6010;56
1240;CITE ENNACIM;6010;56
1241;CITE EZZOUHOUR;6010;56
1242;EL AOUINETTE;6010;56
1243;CITE NEHILA FARHAT;6010;56
1244;EL IMARAT;6010;56
1245;EL METOUIA;6010;56
1246;EL AKARIT;6042;56
1247;OUED EL GHRAM;6010;56
1248;CITE ENNACIM;6010;56
1249;EL HICHA;6042;56
1250;CITE ESSALEM;6052;56
1251;EL MIDA;6052;56
1252;OUALI;6052;56
1253;OUDHREF;6052;56
1254;METOUIA EL MAYA;6089;56
1255;CITE KHEIREDDINE;6052;56
1256;CITE BEN KILANI;6000;57
1257;CITE COMMERCIALE;6000;57
1258;CITE DES OASIS;6000;57
1259;CITE EL HANA;6000;57
1260;CITE EL KHALIJ;6000;57
1261;CITE EL KORNICHE;6000;57
1262;CITE EL MANSOURA;6000;57
1263;CITE EL OUNS;6000;57
1264;CITE MOHAMED ALI;6000;57
1265;EL MOUAZIR;6000;57
1266;GABES;6000;57
1267;LIMAOUA;6000;57
1268;OUED KHELIFA MAHMOUD;6000;57
1269;GABES HACHED;6001;57
1270;REMATHI;6000;57
1271;GABES REPUBLIQUE;6040;57
1272;CHATT ESSALEM;6061;57
1273;CITE 26-26;6061;57
1274;CITE EL BLED;6061;57
1275;CITE EL FTARCHA;6061;57
1276;GABES PORT;6071;57
1277;GABES EL HIDAYA;6099;57
1278;BOU CHEMMA;6031;58
1279;CITE 2 MARS;6031;58
1280;CITE ETTAHRIR;6031;58
1281;BARGUIA;6041;58
1282;CHENINI GABES;6041;58
1283;MAITA;6041;58
1284;NAHAL;6051;58
1285;CITE EL IZDIHAR;6011;59
1286;CITE EL MEDINA;6011;59
1287;CITE MEDENINE;6011;59
1288;GABES EL MENARA;6011;59
1289;CITE AFH;6012;59
1290;CITE ANCIEN MILITAIRE;6012;59
1291;CITE DE LA FAMILLE;6014;59
1292;CITE BIDANI;6012;59
1293;CITE EL MISK;6012;59
1294;CITE EL HANA BOUDOURA;6012;59
1295;CITE MILITAIRE DIMASSI;6012;59
1296;CITE RHOUMA;6012;59
1297;SIDI BOULBABA;6012;59
1298;CITE AZAIEZ;6014;59
1299;CITE EL AHRACH;6072;59
1300;CITE EL GUEFERCHA;6072;59
1301;CITE SNIT;6072;59
1302;CITE SPROLS;6072;59
1303;ZRIG;6072;59
1304;CITE DES ENSEIGNANTS;6014;59
1305;CITE DES INFIRMIERS;6014;59
1306;CITE EL MZAHID;6014;59
1307;CITE EL YASMINE;6014;59
1308;CITE ESSEPTIA;6014;59
1309;CITE EZZOUHOUR 1;6014;59
1310;CITE HACHED 1;6014;59
1311;CITE EZZOUHOUR 2;6014;59
1312;CITE HACHED 2;6014;59
1313;CITE ENNOZH;6014;59
1314;CITE IBN KHALDOUN;6014;59
1315;MTORRECH;6014;59
1316;EL MDOU;6022;59
1317;CITE BEDIS;6032;59
1318;CITE 7 NOVEMBRE;6032;59
1319;CITE EL WAFA;6032;59
1320;CITE HACHED;6032;59
1321;TEBOULBOU;6032;59
1322;CITE EL AMEL;6033;59
1323;CITE EL AMEL 1;6033;59
1324;CITE EL AMEL 3;6033;59
1325;CITE EL AMEL 2;6033;59
1326;CITE EL AMEL 4;6033;59
1327;CITE EL AMEL 5;6033;59
1328;CITE EL AMEL 6;6033;59
1329;CITE EL MAARIFA;6033;59
1330;CITE ENNAKHIL;6033;59
1331;CITE AFH;6012;59
1332;CITE ENNOUR;6033;59
1333;BECHIMA;6092;60
1334;CHENCHOU;6095;60
1335;SOMBAT;6013;60
1336;EL HAMMA;6020;60
1337;BOU ATTOUCHE;6027;60
1338;EL HAMMA SUD;6060;60
1339;BENI GHILOUF;6062;60
1340;ZATEN BENI ZELTEN;6043;61
1341;ZATEN HADDEJ;6043;61
1342;BOU SBAH;6044;61
1343;CITE GUEDOUALA;6044;61
1344;CITE OULED SLAMA;6044;61
1345;DHOKARA;6044;61
1346;CHOBET CHEMLALI;6044;61
1347;DOUIOUIRA;6044;61
1348;CITE EDECHAICHA;6044;61
1349;CITE EL IZDIHAR;6044;61
1350;MZATEN;6025;61
1351;BENI ZELTEN;6025;61
1352;EL AMRA;6025;61
1353;LAFFAM;6043;61
1354;EZZAHRA;6025;61
1355;OUED EL HARIKA;6043;61
1356;NOUVELLE MATMATA;6044;61
1357;ANCIENNE ZRAOUA;6024;61
1358;NOUVELLE ZRAOUA;6024;61
1359;SIDI GNAOU;6024;61
1360;EZZERKINE;6056;62
1361;ANCIEN BLED;6080;62
1362;AZEIZA;6080;62
1363;BETAHRA SUD;6080;62
1364;BRAOUKA;6080;62
1365;CITE COMMERCIALE;6080;62
1366;CITE DEBABA;6080;62
1367;CITE EL AMEL;6080;62
1368;ZMORTEN;6080;62
1369;AYOUNE EZZERKINE;6015;62
1370;ARRAM;6016;62
1371;EL ALAYA;6023;62
1372;ZARAT;6026;62
1373;AIN TOUNINE;6035;62
1374;CITE POPULAIRE;6036;62
1375;KETTANA;6036;62
1376;OUED EL HAJEL;6036;62
1377;SIDI SLAM;6036;62
1378;MAZRAA BEN SLAMA;6080;62
1379;ZRIG EL BARRANIA;6036;62
1380;OURIFEN;6080;62
1381;OUED EL GHIRANE;6080;62
1382;ZRIG EL GHANDRI;6036;62
1383;BETAHRA;6081;62
1384;TOUJANE;6045;62
1385;DEKHILET TOUJANE;6055;62
1386;SIDI TOUATI;6046;62
1387;CITE EL GHARDEK3;6080;62
1388;CITE EL HAFAYA;6080;62
1389;CITE EL KRIBIA;6080;62
1390;CITE EL MASLA;6080;62
1391;CITE EL MELAYHA;6080;62
1392;CITE ENNOUZHA;6080;62
1393;CITE GARDE NATIONALE;6080;62
1394;CITE SNIT;6080;62
1395;EL AKHMES;6080;62
1396;EL FRADA;6080;62
1397;EL KAOUAKBA;6080;62
1398;GRAA BEIRI;6080;62
1399;MARETH;6080;62
1400;MEJNI;6080;62
1401;CITE EL ARGOUB;6080;62
1402;CITE EL CHARFIA;6080;62
1403;CITE EL GHARDEK1;6080;62
1404;CITE EL GHARDEK2;6080;62
1405;CITE EL IZDIHAR;6021;63
1406;CITE ERRIMEL;6021;63
1407;CITE ETTAHRIR;6021;63
1408;TECHINE;6034;64
1409;GHANNOUCHE;6021;63
1410;TAMEZRAT;6054;64
1411;BOU DHAFER;6070;64
1412;CHOUABET ESMAALA;6070;64
1413;CITE EL AZEZNA;6070;64
1414;CITE HAFI RASSA;6070;64
1415;CITE HEDI CHAKER;6070;64
1416;CITE INDEPENDANCE;6070;64
1417;CITE MOHAMED ALI;6070;64
1418;CITE RAS EL OUED;6070;64
1419;KSAR BENI AISSA;6070;64
1420;HADDEJ;6070;64
1421;MATMATA;6070;64
1422;TAOUJOUT;6070;64
1423;TIJMA;6070;64
1424;ZRIBA;6070;64
1425;EL FEJIJ;6030;65
1426;EL MIDA;6030;65
1427;HEJRI;6030;65
1428;MEHAMLA;6030;65
1429;MENZEL HABIB;6030;65
1430;OUALI;6030;65
1431;ZOGRATA;6030;65
1432;OULED DHAOU;6030;65
1433;OUED EZZITOUN;6030;65
1434;HENDI ZITOUNA;3196;66
1435;EL FRIOUETTE;3110;66
1436;CHORFA;3110;66
1437;CHOUGAFIA;3110;66
1438;EL GFEY;3110;66
1439;EL KHODHER;3110;66
1440;OUED NEBHANA;3110;66
1441;SBIKHA;3110;66
1442;EL ALEM;3125;66
1443;DAR BEN AICHA;3132;66
1444;DAR JAMIYA;3132;66
1445;EL GATIFA;3110;66
1446;EL AOUITHA;3132;66
1447;DALOUSSI;3110;66
1448;SISSEB;3132;66
1449;AIN BOUMOURRA;3135;66
1450;EDDIKHILA;3110;66
1451;DHRIAAT;3194;66
1452;SIDI MESSAOUD;3195;66
1453;ARGOUB EL KHADHRA;3192;67
1454;EL KHADHRA;3192;67
1455;CITE TABENE;3198;67
1456;RACCADA;3191;67
1457;CITE EL MOEZ;3100;67
1458;CITE IBN EL JAZZAR;3199;67
1459;EL BORJI;3198;67
1460;CITE MILITAIRE ANCIEN;3100;67
1461;CITE RIM;3100;67
1462;CITE SABRI;3100;67
1463;EL ARGOUB LAHRECH;3100;67
1464;EL MAKHSOUMA;3100;67
1465;EL MRAZIG;3100;67
1466;KAIROUAN;3100;67
1467;AIN EL KHAZZAZIA;3143;67
1468;KAIROUAN SUD;3131;67
1469;ZAAFRANA;3151;67
1470;SIDI SAAD;3115;69
1471;EL AJABNA;3170;69
1472;NASRALLAH;3170;69
1473;EL KSOUR;3170;69
1474;EL KABBARA;3171;69
1475;ERRAGOUBA EL HAMRA;3173;69
1476;EL HAMIDETTE;3114;69
1477;TOUILA;3114;69
1478;MENZEL MHIRI;3114;69
1479;OUESLATIA;3120;68
1480;KSAR LAMSA;3124;68
1481;AIN JELLOULA;3113;68
1482;AIN MASTOUR;3120;68
1483;CITE COMMERCIALE;3120;68
1484;CITE CHEBBI;3120;68
1485;CITE BOU ASSIDA;3120;68
1486;CITE DU STADE;3120;68
1487;CITE DES OUVRIERS;3120;68
1488;CITE ETTAHRIR;3120;68
1489;CITE ESSANAOUBER;3120;68
1490;CITE SNIT;3140;70
1491;OUED EL GUESSAB;3120;68
1492;DHRAA ETTAMMAR;3140;70
1493;CITE EJJAMAA;3120;68
1494;KAIROUAN OKBA;3140;70
1495;EL BATEN;3142;70
1496;SIDI DHAMENI;3140;70
1497;CITE EL HAJJAM;3129;70
1498;EL GHABETTE;3193;70
1499;CITE ENNASR;3182;70
1500;CITE SAHBI 5;3140;70
1501;CITE EL BALOUI 1;3140;70
1502;CITE SAHBI 3;3140;70
1503;CITE SAHBI 4;3140;70
1504;CITE DAR EL AMEN;3140;70
1505;CITE ICHBILIA;3140;70
1506;CITE OULED MANAA;3140;70
1507;CITE EL BALOUI 3;3140;70
1508;CITE OKBA;3140;70
1509;CITE SAHNOUN;3140;70
1510;EL MOUTBASTA;3111;70
1511;CITE EL BALOUI 2;3140;70
1512;GHIDHIFETTE;3150;71
1513;EL ALA;3150;71
1514;EL MSAID;3153;71
1515;MESSIOUTA;3154;71
1516;OULED ENNAGUEZ;3150;71
1517;SAYADA SUD;3150;71
1518;CITE ESSANAOUBER;3150;71
1519;AIN SAYADA;3150;71
1520;CITE NOUVELLE;3150;71
1521;CITE OULED AHMED;3150;71
1522;CITE POPULAIRE;3150;71
1523;CITE REZAGNIA;3150;71
1524;CITE RURALE;3150;71
1525;ECOLE ETTOUAL;3150;71
1526;ECOLE TRAZZA;3150;71
1527;ECOLE JOUAMIA;3150;71
1528;OUED EL JABBES;3150;71
1529;EL FJEJRIA;3150;71
1530;OULED ALI;3150;71
1531;OULED MEHREZ;3150;71
1532;SAYADA NORD;3150;71
1533;CITE EZZAYATINE;3160;72
