id;name;delegation_id
1151;Cite Ettaouidhi;109
1152;Tina;108
1153;Ain Chaikh Rouhou;109
1154;Merkez Kaaniche;106
1155;15-nov;109
1156;Saltnia;106
1157;Er-Rbadh;109
1158;Cite Bourguiba;106
1159;El Bassatine;109
1160;Sidi Mansour;106
1161;Cite El Khiari;109
1162;Chihia;107
1163;Es-Sedra;107
1164;Merkez Bouassida;107
1165;Sakiet Ezzit;107
1166;Mohamed Ali;109
1167;Sidi Abbes;109
1168;Cite El Bahri;104
1169;Bedarna;106
1170;Bab El Bhar;109
1171;Merkez Es-Sebai;106
1172;La Medina;109
1173;Khiria;106
1174;Sakiet Eddaier;106
1175;Sidi Frej;7
1176;El Ramla;7
1177;Ouled Kacem;7
1178;El Ataya;7
1179;El Chargui;7
1180;El Kantra;7
1181;El Kalabine;7
1182;El Kraten;7
1183;En-Najet;7
1184;Melita;7
1185;Oum El Aksab;115
1186;Oum El Araies Gare;115
1187;Oum El Araies Centre;115
1188;Ouled El Hadj;122
1189;El Ortos;119
1190;Thalja;120
1191;Djedida;117
1192;Cite Des Travailleurs;121
1193;Daouara;115
1194;Er-Rahiba Sud;125
1195;Er-Rahiba;125
1196;Redeyef Sud;116
1197;Redeyef Nord;116
1198;Redeyef Gare;116
1199;Redeyef Centre;116
1200;Es-Saket;119
1201;Segui Sud;120
1202;El Segui;121
1203;Sned-Nord;117
1204;Sned;117
1205;Es-Souitir;115
1206;Es-Souinia;123
1207;Ech-Channoufia;115
1208;Et-Talh Est;122
1209;Et-Talh Ouest;122
1210;El Assala;124
1211;El Aguila;124
1212;El Amaima;123
1213;El Ongue;119
1214;El Ayaicha;122
1215;Fej;125
1216;El Karia;123
1217;El Ksar Est;118
1218;El Ksar;118
1219;El Guetar Est;119
1220;El Guetar Ouest;119
1221;El Mouthides;125
1222;Metlaoui Gare;120
1223;Metlaoui Centre;120
1224;El Mziraa;120
1225;El Matar;118
1226;Mdhila Centre;121
1227;El Magroun;120
1228;El Moula;124
1229;En-Nadhour;124
1230;Bir Saad;119
1231;Belkhir;122
1232;Tabdit;116
1233;Jbilet Ouest;122
1234;Cite El Amel Est;120
1235;Cite El Amel Ouest;120
1236;Cite Essourour;124
1237;Cite Ech-Chabab;124
1238;Cite Ennour;124
1239;Cite Hached;118
1240;Sidi Ahmed Zarrouk;124
1241;Sidi Boubaker;115
1242;Sidi Aich Est;123
1243;Sidi Aich;123
1244;Sanouche;117
1245;Sahib;121
1246;Abdessadok;117
1247;Alim;117
1248;Amra;118
1249;Ksour El Akhoua;125
1250;Guetis;125
1251;Gafsa Est;124
1252;Gafsa Ville;124
1253;Kef Derbi;124
1254;Krichet Naam;120
1255;Lala;118
1256;Majoura;117
1257;Menzel Gamoudi;123
1258;Menzel Mimoun;125
1259;Oued Ailou;124
1260;Oued El Arta;120
1261;Essed Nord;131
1262;Secteur3;136
1263;El Jebline;136
1264;Boujaafar;114
1265;El Hessinet;151
1266;El Achaba;156
1267;Talalsa;156
1268;Recharcha;151
1269;Sidi Assaker Ouest;151
1270;El Ababsa;156
1271;Ech-Chahda Sud;152
1272;Chorbane;152
1273;Touahria;156
1274;Zeghabna;156
1275;Ghedabna;151
1276;Salakta;151
1277;El Bradaa Nord;151
1278;El Bradaa Sud;151
1279;Oued Guellat;154
1280;El Bassatine;154
1281;Meharza Nord;153
1282;Bou Slim;153
1283;Es-Somra;153
1284;Ez-Zairat;159
1285;Menzel Hamza;157
1286;Zalba Ouest;154
1287;Zalba Est;154
1288;El Kesasba;159
1289;Oued Beja Sud;154
1290;Cherichira;159
1291;Oued Beja Nord;154
1292;Bou Helal;159
1293;Sidi Zid;159
1294;El Mechalet;156
1295;Ksour Essaf Ettakaddoum;151
1296;El Aitha;156
1297;Riadh Bou Helal;156
1298;El Ktanine;151
1299;Ksour Essaf Riadh;151
1300;El Mourabitine;156
1301;El Ksar;151
1302;Es-Zaouia;156
1303;El Ajilet;153
1304;Chehimet Nord;153
1305;Ouled Amor;153
1306;Ouled Chamekh Nord;153
1307;Ouled Chamekh Sud;153
1308;Zerata;157
1309;Sidi Alouane Ouest;154
1310;Hebira;158
1311;Sidi Abdellaziz;253
1312;Hekaima Ouest;155
1313;Ben Hssine;253
1314;El Hekaima Est;155
1315;El Mansoura;253
1316;Er-Remal;155
1317;El Aitha;253
1318;Kerker;157
1319;El Houes;157
1320;Bou Merdes;157
1321;El Maherza Sud;158
1322;Ech-Chahda Ouest;158
1323;Sakiet El Khadem;154
1324;Sidi Naceur;159
1325;Zorda;154
1326;Es-Saida;159
1327;Sidi Alouane Est;154
1328;Essouassi;159
1329;Ouled Salah;151
1330;Es- Saada;154
1331;Ech-Chahimet Sud;159
1332;Ouled Moulahem Ouest;159
1333;En-Nozha;154
1334;Ouled Moulahem Nord;159
1335;Bouhlale El Ali Nord;157
1336;Bouhlale El Ali Sud;157
1337;Ech-Chouariaa;157
1338;Er-Rouadhi;157
1339;Chebba Nord;252
1340;Chiba;155
1341;Rejiche Sud;155
1342;Rejiche;155
1343;Ouled El Hannachi;152
1344;El Gradha Est;152
1345;El Gradha Ouest;152
1346;Ech- Charaf;152
1347;El Gouacem Est;152
1348;El Gouacem Ouest;152
1349;Ech-Chahda Est;152
1350;Regaigua;158
1351;Menzel Hached;158
1352;Zouila Sud;155
1353;Zouila;155
1354;Mahdia;155
1355;Hiboun;155
1356;Melloulech;253
1357;Zegana;155
1358;Ez-Zahra;155
1359;El Maati;152
1360;Es-Saafet;252
1361;Chebba Sud;252
1362;Jaouaouda;155
1363;Es-Saad;155
1364;La Galite;146
1365;El Canal;146
1366;El Habib Bou Katfa;146
1367;El Khadhra;42
1368;01-juin;178
1369;El-Assil;178
1370;El Ezdihar;175
1371;Ettahir;178
1372;El Hamma;177
1373;El-Hadher;175
1374;El Khadar Ben Houssine;178
1375;Er-Remitha;174
1376;Ez-Zebda;175
1377;Es-Seni;178
1378;Ech-Chabia;175
1379;Chafai Ech-Cherif;178
1380;Chebika;174
1381;El Ayoun;178
1382;El Keitna;175
1383;El Mahassen;177
1384;En-Namlat;177
1385;El Habaila;175
1386;El Haouadef;175
1387;El Ouaha;178
1388;Bou Helal;177
1389;Tameghza;174
1390;Hazoua;176
1391;Hattem;176
1392;Cite L'Aeroport;175
1393;Dghoumes;177
1394;Degach Sud;177
1395;Degach Nord;177
1396;Ras Draa-Helba;175
1397;Sebaa Abar;177
1398;Chakmou;177
1399;Ain Ouled El Ggerissi;176
1400;Ain El Karma;174
1401;Foum El Khangua;174
1402;Masghouna;175
1403;Midas;174
1404;Ech-Chaffai;200
1405;Telept;202
1406;Ain Esselsela;204
1407;Bouhaya;202
1408;Tiwicha;204
1409;El Gounna;195
1410;Errakhmet;195
1411;Semama;195
1412;Cite Essourour;195
1413;Sbeitla;195
1414;El Khadhra;195
1415;Ouassaia;195
1416;Machrek Ech-Chams;195
1417;Ech-Charaya;195
1418;Eddouleb;195
1419;El Arich;197
1420;Majel Bel Abbes Nord;201
1421;El Khadhra;197
1422;El Bassatine;197
1423;Ennour Ouest;197
1424;Ennour Est;197
1425;El Ksar;195
1426;Abdeladhim;202
1427;El Araar;202
1428;Es-Skhirat;202
1429;El Ahouach;202
1430;El Erg;202
1431;Hassi El Ferid;199
1432;Essalloum;199
1433;Khanguet Jezia;199
1434;El Hechim;199
1435;Bouderiass;203
1436;Ain El Hamadna;193
1437;El Brika;203
1438;Fej Terbah;193
1439;El Hazza;203
1440;Djedliane;193
1441;El Kamour;199
1442;El Aadhira;203
1443;Feriana;202
1444;Eddachra;200
1445;Om Ali;202
1446;El Baouajer;204
1447;Bouchebka;202
1448;El Brek;204
1449;El Grine;204
1450;Garet En-Naam;202
1451;Hanachi;202
1452;El Ayoun;204
1453;Thala Est;200
1454;Ezzouhour Ouest (1);13
1455;Ezzouhour Est (2);13
1456;Ouled Mahfoudh;203
1457;Ezzouhour Est(1);13
1458;Ain El Khemaissia;192
1459;Khmouda Nord;203
1460;Foussana Lahouaz;203
1461;Foussana;203
1462;Ain Eddefla;196
1463;Es-Sray;196
1464;Lajrad;196
1465;Ouljet Edhel;200
1466;El Mekimen;196
1467;Sidi M'Hammed;200
1468;T'Baga;196
1469;El Meziraa;203
1470;Afrane;203
1471;Khmouda Sud;203
1472;Sbiba;192
1473;Er-Rtibet;203
1474;El Garaa El Hamra;195
1475;Ain Oum El Jedour;193
1476;Ain El Jinene;203
1477;Mehrza;193
1478;Ezzouhour Ouest (4);13
1479;Ezzouhour Ouest (3);13
1480;Ezzouhour Ouest (2);13
1481;Boulaaba;197
1482;Majel Bel Abbes Sud;201
1483;El Joua;200
1484;Sidi Harreth;194
1485;Oued Errachech;200
1486;Eddoghra;194
1487;Barmajna;200
1488;Ain Aj-Jadeida;200
1489;Bouzguam;194
1490;Meghdoudech;194
1491;Boulhijet;194
1492;Thala Ouest;200
1493;El Aouija;194
1494;El Mezara;195
1495;El Athar;195
1496;Boulahnech;200
1497;Hidra;196
1498;Zelfane;200
1499;El Hamed;200
1500;Etthamed;192
1501;Ain Zaiene;192
1502;Brahim Ezzahhar;192
1503;Oued El Hatab;192
1504;El Ahouaz;192
1505;Groua El Jedra;201
1506;Soula;201
1507;Henchir Oum El Khir;201
1508;Ennadhour;201
1509;Oum Laksab;201
1510;Ahouaz El Hajeb;255
1511;Ouled Khalfallah;212
1512;Ouled Achour;211
1513;Ouled Amor;207
1514;Ouled Farjallah Sud;254
1515;Ouled Fardjallah Nord;211
1516;Ouled Nhar;208
1517;Al Aghalba;209
1518;Al Ansar;209
1519;Elbaten;209
1520;El Behair;210
1521;El Briket;256
1522;Ettaen;208
1523;El Jemaa Sud;209
1524;El Jemaa Nord;209
1525;Jeblia Sud;209
1526;Jeblia Nord;209
1527;Jaouaouda;206
1528;El Hajeb Centre;255
1529;El Hammam;208
1530;El Hmidet;256
1531;El Houfia;212
1532;Khazazia;208
1533;El Khadra;208
1534;Ed-Dekhila;205
1535;Ed-Dheriaat;205
1536;rehima;255
1537;Errouisset;206
1538;Sbikha Centre;205
1539;Esserja;255
1540;Echbika;206
1541;Cheraitia Sud;254
1542;Echrarda;254
1543;Cheraitia Nord;211
1544;Ech-Chorfa;205
1545;Cherichira;212
1546;Chogafia;205
1547;Chaouachi;255
1548;Chouamekh;211
1549;Ettouila;256
1550;El Alaa;207
1551;El Alam;205
1552;El Aouamria;206
1553;El Aouitha;205
1554;El Ain El Beidha;212
1555;El Ghabet;209
1556;El Ghouiba;255
1557;El Fatah;211
1558;El Fejij;256
1559;El Friouet;205
1560;Keblia Sud;208
1561;Kebilia Nord;209
1562;El Ksour;254
1563;El Guettar;207
1564;El Ketitir;211
1565;El Katifa;205
1566;El Gfi;205
1567;El Kantra;255
1568;El Kabbara;256
1569;El Karma;206
1570;Metbasta;209
1571;El Makhsouma;208
1572;El Messaid;207
1573;El Manara;256
1574;El Menzel;210
1575;El Menchia;209
1576;Elmansoura Sud;208
1577;Elmansoura Nord;208
1578;El Mouisset;211
1579;El Nebech;208
1580;Ennasr;211
1581;El Hadaya;255
1582;El Ooueslatia Est;210
1583;El Ooueslatia Ouest;210
1584;Bir El Helou;254
1585;Bir Bousari;211
1586;Bir Msikine;211
1587;Beriket El Argoub;208
1588;Bouhajla El Ahouez;211
1589;Bouhajla Centre;211
1590;Djebel Erreihane;210
1591;Djebel Essarj;210
1592;Djebel Oouestat;210
1593;Jehina Sud;211
1594;Jehina Nord;211
1595;Hafouz Centre;212
1596;Khit El Oued;212
1597;Dheraa Ettammar;209
1598;Rakada;208
1599;Zroud;208
1600;Zaafrana;208
1601;Zaghdoud;210
1602;Serdiania;205
1603;Sidi Ali Ben Salem;206
1604;Sidi Messaoud;205
1605;Sisseb;205
1606;Sayada Sud;207
1607;Sayada Nord;207
1608;Traza Sud;212
1609;Tarza Nord;207
1610;Abida;206
1611;Ain Bou Morra;205
1612;Ain Djeloula;210
1613;Merguellil;208
1614;Messiouta Ennaguaz;207
1615;Messiouta El Hanachir;207
1616;Maarouf;210
1617;Nasrallah Banlieue;256
1618;Nasrallah Centre;256
1619;Hammed;206
1620;Oued El Khraouia;205
1621;Oued El Jabbes;212
1622;Oued El Hajel;255
1623;Oued El Ksab;210
1624;Garet Hadid;223
1625;Ezzitouna;223
1626;Ech-Cheouachia;228
1627;Mech;230
1628;Gheris Ouest;230
1629;El Mebarkia;228
1630;Kassouda;228
1631;El Jebbes;230
1632;El Henia;228
1633;Sidi Khelif;228
1634;Dheouibet Sud;228
1635;Ouled Haffouz;228
1636;Faiedh;223
1637;El Mohamdia;225
1638;Bennour;223
1639;Ennasr;230
1640;El Amra;220
1641;Bir Bousbiaa;225
1642;El Henia Abazid;223
1643;Ain Rebaou;223
1644;Rahal;225
1645;El Okla;223
1646;Ourgha;225
1647;El Makarem Est;223
1648;Essalama;225
1649;El Makarem;223
1650;El Mezara;225
1651;El Amra;223
1652;Bir Amama;225
1653;El Assouad;223
1654;Meghila;220
1655;Ettouila;226
1656;Oum El Adham (2);226
1657;Oum El Adham (1);226
1658;Essed;220
1659;Ouled Ayouni;219
1660;Sadakia;226
1661;El Friou;226
1662;Cebalet;220
1663;Bir El Hafey;225
1664;Essaida Est;219
1665;El Hichria;226
1666;Sidi Salem;226
1667;Gobrar;219
1668;El Mabrouka;230
1669;Ezzouaraa;230
1670;Meknassy Nord;230
1671;Dheouibet Nord;228
1672;Meknassy Ouest;230
1673;Sidi Ellafi;228
1674;Meknassy Est;230
1675;El Ahouaz;223
1676;Ferch Gharib;219
1677;Essaida Sud;219
1678;Essekba;219
1679;Rihana;219
1680;Ennasr;226
1681;Khechem Ouest;219
1682;El Ayoun;220
1683;Regueb;219
1684;Bou Hedma;221
1685;El Founi;221
1686;Khechem Est;219
1687;Ennour;226
1688;El Omrane;222
1689;Sidi Bouzid Ouest;226
1690;El Omria;222
1691;El Kharrouba;222
1692;El Khorchef;222
1693;Kallel;222
1694;En-Nouamer;222
1695;Menzel Bouzaiane;222
1696;El Abaiedh;229
1697;El Hamima;229
1698;El Adhla;229
1699;Ksar El Hammam Ouest;219
1700;Boudinar;219
1701;Erradhaa Est;219
1702;Erradhaa;219
1703;Gouleb;219
1704;Sidi Bouzid Ouest;226
1705;Ksar El Hammam Est;219
1706;Sidi Bouzid Sud;226
1707;Essaida Nord;219
1708;Essed;221
1709;El Besbes;221
1710;El Khaoui;221
1711;Eddaouara;221
1712;Khobna;221
1713;El Gheris Est;221
1714;El Mansoura Ouest;227
1715;Lazirek;229
1716;El Mansoura Est;227
1717;Jilma Ouest;229
1718;Jilma Est;229
1719;Ouled Brahim;227
1720;El Ouaara;227
1721;Essahla;227
1722;Ghiriouis;224
1723;Souk Jedid;224
1724;Baten Elghezel Nord;229
1725;Baten Elghezel Sud;229
1726;Mezzouna;221
1727;Errabta;227
1728;Sidi Ali Ben Aoun;227
1729;El Ksar;225
1730;Bir Badr;224
1731;Ezzafzaf;224
1732;Erremelia;224
1733;Sekdal;224
1734;Ksaira;224
1735;Ghedir Ezzitoun;229
1736;Zoghmar;229
1737;Selta;229
1738;18-janv;231
1739;Oudna;241
1740;El Bassatine El Gharbya;236
1741;El Bassatine;236
1742;Khelidia;241
1743;Errabta;233
1744;Errisala;241
1745;Ez-Zaouia;241
1746;Ez-Zahra Ville;231
1747;Essalem;241
1748;Taieb Mehiri;239
1749;El Kessibi;241
1750;El Gounna;241
1751;Kabouti;241
1752;Mohamedia;232
1753;La Nouvelle Medina(1);233
1754;La Nouvelle Medina(2);233
1755;El Mourouj (1);234
1756;El Mourouj (3);234
1757;El Mourouj (4);234
1758;El Mourouj (5);234
1759;El Mghira;240
1760;Mongi Slim;239
1761;Mongi Selim;232
1762;El Mehiri;235
1763;El Hidhab;240
1764;El Yasminet;233
1765;Bir El Bey;238
1766;Bir Kassaa;234
1767;Borj Cedria;238
1768;Borj El Louzir;231
1769;Ben Arous Est;235
1770;Ben Arous Ouest;235
1771;Bou Mhel;236
1772;Djebel Ressas;241
1773;Jawhara;242
1774;Hammem Lif Ville 2;237
1775;Hammam Lif Ville;237
1776;Hammam Lif El Malaab;237
1777;Hammem Lif Bou Kornine;237
1778;Hammem Chatt;238
1779;Cite Ibn Arafa;235
1780;Cite El Iskane;235
1781;Cite El Habib;231
1782;Cite Es-Saada;232
1783;Cite El Mostakbel;240
1784;Cite El Nassim;232
1785;Cite Mohamed Ali;237
1786;Douar Elhouch;240
1787;Rades Foret;239
1788;Rades Ville;239
1789;Rades Mellaha;239
1790;Rades Remada;239
1791;Rades Meliane;239
1792;Sidi Ben Arous;235
1793;Sidi Rezig (2);242
1794;Sidi Rezig;242
1795;Sidi Salem El Garsi;241
1796;Sidi Saad;241
1797;Sidi Frej;232
1798;Sidi Mosbah;233
1799;Chela;236
1800;Chebeda;240
1801;Ain Rekad;241
1802;Farhat Hached;234
1803;Farhat Hached;237
1804;Fouchana;240
1805;Mornag Ouest;241
1806;Mornag;241
1807;Megrine Riadh;242
1808;Megrine Superieure;242
1809;Megrine Chaker;242
1810;Megrine Chaker(2);242
1811;Menzel Mabrouk;242
1812;Naassen;240
1813;Noubou;239
1814;Ouled Salama;246
1815;Ibn Zeydoun;246
1816;Djamila;251
1817;El Djouza;248
1818;El Hamra;248
1819;Romadhnia;248
1820;Zouabi;244
1821;Ezzouaraa;251
1822;Esslouguia;246
1823;Es-Sekhira;246
1824;Tebaba;251
1825;Tarhouni;248
1826;Dehiret;251
1827;El Ghraba;244
1828;El Ghorfa;248
1829;El Ghriria;244
1830;El Fraijia;248
1831;El Gueriaat;250
1832;El Kasba;244
1833;El Ksar;250
1834;El Gammarthi;249
1835;El Goussa;248
1836;El Mejaless;248
1837;Mekhachbia;243
1838;El Mzara;244
1839;El Maagoula;243
1840;El Manar;244
1841;El Mounchar;244
1842;El Menchia;245
1843;El Mouatiss;250
1844;En-Nechima;247
1845;En-Nakachia;244
1846;El Heri;250
1847;El Haouari;243
1848;Bir Ettouta;245
1849;Bir El Euch;249
1850;Beja;244
1851;Bellif;251
1852;Bou Hzam;244
1853;Bou-Zenna;251
1854;Teboursouk Ville;245
1855;Testour;246
1856;Tokaber;250
1857;Tibar;247
1858;Djebel Ediss;251
1859;Hammam Siala;243
1860;Cite 26 Fevrier;246
1861;Hidouss;250
1862;Khacheb;249
1863;Kheniguet Ed-Dahane;249
1864;Djebba;247
1865;Dougga;245
1866;Dour Esmail;249
1867;Rihana;245
1868;Zaga;251
1869;Zeldou;246
1870;Zahret Medien Sud;248
1871;Zahret Medien;248
1872;Zouagha;243
1873;Sidi Ahmed El Jedidi;250
1874;Sidi Smail;243
1875;Sidi Erraies;250
1876;Sidi Es-Shili;243
1877;Sidi Ameur;246
1878;Sidi Abdelaziz;246
1879;Sidi Fredj;243
1880;Sidi Medien;250
1881;Sidi Nasr;250
1882;Chaouach;250
1883;Cheikh El Ouediane;249
1884;Sabah;248
1885;Azra;244
1886;Ain El Hammam;245
1887;Ain Ed-Defali;247
1888;Ain El Karma;245
1889;Ain El Melliti;245
1890;Ain Djammala;245
1891;Ain Soltane;244
1892;Ain Younes;246
1893;Ghazia;248
1894;Ghayadha;251
1895;Fadden Es-Souk;245
1896;Fatnassa;251
1897;Goubellat;249
1898;Guerram;249
1899;Guerich El Ouedi;250
1900;Ksar Bardo;244
1901;Ksar Mezouar;244
1902;Kap Negro;251
1903;Malek;248
1904;Medjez El Bab Sud;250
1905;Medjez El Bab Ville;250
1906;Mezougha;246
1907;Mestouta;243
1908;Maghraoua;248
1909;Maktaa Hadid;251
1910;Nefza Est;251
1911;Nefza Ouest;251
1912;Oued Ezzargua;246
1913;Oued El Maaden;251
1914;Ouechtata;251
1915;Es-Sefeia;45
1916;Et-Tabia;45
1917;Djeradou;45
1918;Sakiet Sidi Youssef;45
1919;Sidi Rabeh;45
1920;Ain El Karma;45
1921;Ain Mazer;45
1922;Forchane;45
1923;El Houdh;51
1924;Ennajet;51
1925;Tajerouine Sud;51
1926;Tajerouine Nord;51
1927;Jezza;51
1928;Cite Bourguiba;51
1929;Sidi M'Tir;51
1930;Sidi Abdelbasset;51
1931;Garn Halfaia;51
1932;Haouareth Sud;46
1933;Oued Remel Sud;46
1934;Oued Remel Nord;46
1935;Ledhieb;44
1936;Chetatla;44
1937;Touiref;44
1938;El Ksar;44
1939;Bahra;44
1940;Tel El Ghozlane;44
1941;Sarkaouna;44
1942;Sidi Khiar;44
1943;Sidi Medien;44
1944;Mellegue;44
1945;Mellala;44
1946;Nebeur;44
1947;Oueljet Essedra;44
1948;Haouareth Nord;47
1949;Zaafrane;47
1950;Charfine;47
1951;Ben Ainine;47
1952;Hached;47
1953;Dyr El Kef;47
1954;Oued Souani Sud;47
1955;Oued Souani;47
1956;Elles;54
1957;El Abar Est;54
1958;El Abar;54
1959;Lorbeus;54
1960;Es-Sers Sud;54
1961;Es-Sers Nord;54
1962;El Marja;54
1963;Bousliaa;54
1964;Cite Ennour;54
1965;Farhat Hached;21
1966;Ech-Charguia;21
1967;Hay Es Salem;21
1968;Cite Jardin;21
1969;Ali Belhouane;21
1970;Khereiddine Pacha;21
1971;El Bouhaira;21
1972;Cite El Khadra;21
1973;Bab Benat;20
1974;El Taoufik;20
1975;Sidi Boumendil;20
1976;Sidi Ali Azouz;20
1977;El Sabaghine;20
1978;Bab Mnara;20
1979;El Zraria;20
1980;El Assouak;20
1981;El Hafsia;20
1982;Tourbet El Bey;20
1983;Souk El Nhes;20
1984;La Medina;20
1985;Habib Thameur;22
1986;Les Jardins;22
1987;Mongi Slim;22
1988;Bab El Bhar;22
1989;Hedi Chaker;22
1990;Taieb El M'Hiri;22
1991;Sidi El Bahri;22
1992;Lac De Tunis;22
1993;El Halfaouine;19
1994;Bab El Assel;19
1995;Bab El Khadra;19
1996;Bab Sidi Abdessalem;19
1997;Tronja;19
1998;Hammam El Rmimi;19
1999;Bab Souika;19
2000;Sidi Djebali;19
2001;Borj Zouara;19
2002;Zaouiet El Bekria;19
2003;Bab Saadoun;19
2004;Djebel El Ahmar;18
2005;El Omrane;18
2006;Ras Tabia;18
2007;Cite Des Oliviers;18
2008;Bir Atig;18
2009;Oued El Sebai;18
2010;Es-Sadique;16
2011;Cite El Intilaka;16
2012;Ahmed Tlili;16
2013;Cite Ibn Khaldoun Vi;16
2014;El Nassim;16
2015;El Romana;16
2016;El Omrane Superieur;16
2017;Cite Ibn Khaldoun I;16
2018;Ettahrir (1);15
2019;Ettahrir Superieur;15
2020;Ettahrir (3);15
2021;El Hadika;15
2022;Ettahrir (2);15
2023;01-juin;17
2024;El Fath;17
2025;El Menzah;17
2026;El Manar (1);17
2027;El Manar;17
2028;Ali Belhouane;14
2029;Mellassine;14
2030;Cite Helel;14
2031;En-Najah;14
2032;Cite Des Martyrs;14
2033;Bir Anniba;14
2034;Ezzouhour Iv;13
2035;Ezzouhour;13
2036;Cite Tayarane;13
2037;Es-Soumrane;13
2038;Bach-Hamba;13
2039;Es-Saada;13
2040;El Antit;11
2041;Ezzahrouni;11
2042;El Akba Superieur;11
2043;El Akba;11
2044;Tarak Ibn Ziad;11
2045;El Foula;11
2046;Ezzouhour V;11
2047;El-Hrairia;11
2048;Ghedir El Golla;11
2049;Bou-Gatfa;23
2050;Cite Mohamed Ali;23
2051;Sidi Belhassen;23
2052;Tahar Sfar;23
2053;Cite El Izdihar;23
2054;El Ouardia;23
2055;Byrine;12
2056;20-mars;12
2057;25-juil;12
2058;Meghiret Inzel;12
2059;Sidi Hassine;12
2060;Cite Ennour;25
2061;Ibn Sina 1;25
2062;El Mourouj (2);25
2063;El Kabaria (1);25
2064;El Kabaria (4);25
2065;El Kabaria (3);25
2066;Ibn Sina 2;25
2067;El Kabaria (2);25
2068;Sidi El Bechir;24
2069;Sidi Mansour;24
2070;Abulkacem Ech-Chebbi;24
2071;Saida Manoubia;24
2072;Farhat Hached;24
2073;Maakel Ezzaim;24
2074;Es-Sebkha;26
2075;Sidi Fathallah;26
2076;Cite El Fath;26
2077;El Garjouma;26
2078;Djebel Djeloud;26
2079;El Afrane;26
2080;Ali Bach-Hamba;26
2081;El Medina;114
2082;Cite El Jala;144
